  step          time          temperature          energy_tot          energy_kin          energy_pot
 496           248.00             322.60          -149.917810            0.009194         -149.927004
 497           248.50             293.70          -149.917764            0.008371         -149.926135
 498           249.00             259.30          -149.917685            0.007390         -149.925076
 499           249.50             249.88          -149.917630            0.007122         -149.924752
 500           250.00             280.40          -149.917648            0.007992         -149.925640
 501           250.50             336.62          -149.917735            0.009594         -149.927330
 502           251.00             383.71          -149.917836            0.010936         -149.928773
 503           251.50             391.19          -149.917893            0.011149         -149.929042
 504           252.00             352.74          -149.917881            0.010054         -149.927935
 505           252.50             287.37          -149.917816            0.008190         -149.926006
 506           253.00             225.91          -149.917730            0.006439         -149.924169
 507           253.50             194.58          -149.917659            0.005546         -149.923205
 508           254.00             203.98          -149.917628            0.005814         -149.923442
 509           254.50             246.03          -149.917645            0.007012         -149.924657
 510           255.00             298.40          -149.917695            0.008505         -149.926200
 511           255.50             335.15          -149.917749            0.009552         -149.927301
 512           256.00             339.26          -149.917770            0.009669         -149.927439
 513           256.50             312.06          -149.917740            0.008894         -149.926634
 514           257.00             274.00          -149.917673            0.007809         -149.925482
 515           257.50             254.09          -149.917613            0.007242         -149.924855
 516           258.00             270.91          -149.917612            0.007721         -149.925334
 517           258.50             317.06          -149.917681            0.009037         -149.926718
 518           259.00             362.15          -149.917775            0.010322         -149.928097
 519           259.50             374.72          -149.917831            0.010680         -149.928511
 520           260.00             344.41          -149.917822            0.009816         -149.927638
 521           260.50             286.69          -149.917759            0.008171         -149.925930
 522           261.00             230.73          -149.917675            0.006576         -149.924251
 523           261.50             202.49          -149.917608            0.005771         -149.923379
 524           262.00             212.96          -149.917579            0.006070         -149.923649
 525           262.50             254.94          -149.917597            0.007266         -149.924863
 526           263.00             307.72          -149.917649            0.008771         -149.926419
 527           263.50             346.99          -149.917707            0.009890         -149.927597
 528           264.00             355.64          -149.917742            0.010136         -149.927878
 529           264.50             332.09          -149.917731            0.009465         -149.927196
 530           265.00             293.07          -149.917675            0.008353         -149.926028
 531           265.50             266.80          -149.917614            0.007604         -149.925218
 532           266.00             275.05          -149.917607            0.007839         -149.925447
 533           266.50             314.30          -149.917672            0.008958         -149.926630
 534           267.00             355.61          -149.917763            0.010135         -149.927899
 535           267.50             367.08          -149.917817            0.010462         -149.928279
 536           268.00             337.79          -149.917805            0.009627         -149.927432
 537           268.50             282.85          -149.917741            0.008061         -149.925802
 538           269.00             230.66          -149.917660            0.006574         -149.924234
 539           269.50             205.89          -149.917596            0.005868         -149.923464
 540           270.00             218.44          -149.917571            0.006226         -149.923797
 541           270.50             261.33          -149.917589            0.007448         -149.925037
 542           271.00             315.41          -149.917641            0.008990         -149.926630
 543           271.50             357.70          -149.917706            0.010195         -149.927901
 544           272.00             369.90          -149.917757            0.010543         -149.928299
 545           272.50             346.32          -149.917761            0.009870         -149.927631
 546           273.00             300.03          -149.917706            0.008551         -149.926257
 547           273.50             260.87          -149.917628            0.007435         -149.925063
 548           274.00             257.57          -149.917600            0.007341         -149.924941
 549           274.50             293.20          -149.917653            0.008357         -149.926010
 550           275.00             339.69          -149.917745            0.009682         -149.927427
 551           275.50             361.02          -149.917805            0.010289         -149.928094
 552           276.00             341.25          -149.917799            0.009726         -149.927525
 553           276.50             292.37          -149.917741            0.008333         -149.926074
 554           277.00             241.88          -149.917664            0.006894         -149.924558
 555           277.50             215.26          -149.917601            0.006135         -149.923736
 556           278.00             224.76          -149.917573            0.006406         -149.923979
 557           278.50             266.44          -149.917588            0.007594         -149.925182
 558           279.00             323.33          -149.917645            0.009215         -149.926860
 559           279.50             371.57          -149.917726            0.010590         -149.928316
 560           280.00             388.55          -149.917796            0.011074         -149.928870
 561           280.50             363.99          -149.917810            0.010374         -149.928184
 562           281.00             310.48          -149.917751            0.008849         -149.926600
 563           281.50             262.11          -149.917663            0.007470         -149.925134
 564           282.00             252.30          -149.917630            0.007191         -149.924820
 565           282.50             285.66          -149.917682            0.008142         -149.925824
 566           283.00             332.92          -149.917774            0.009489         -149.927262
 567           283.50             356.65          -149.917832            0.010165         -149.927997
 568           284.00             340.25          -149.917827            0.009698         -149.927525
 569           284.50             295.10          -149.917773            0.008411         -149.926184
 570           285.00             247.68          -149.917701            0.007059         -149.924760
 571           285.50             222.64          -149.917641            0.006345         -149.923987
 572           286.00             232.26          -149.917614            0.006620         -149.924234
 573           286.50             273.75          -149.917631            0.007802         -149.925433
 574           287.00             331.23          -149.917692            0.009440         -149.927133
 575           287.50             380.31          -149.917782            0.010839         -149.928621
 576           288.00             396.00          -149.917860            0.011287         -149.929147
 577           288.50             365.86          -149.917874            0.010428         -149.928301
 578           289.00             303.58          -149.917802            0.008653         -149.926455
 579           289.50             247.73          -149.917699            0.007061         -149.924760
 580           290.00             236.18          -149.917657            0.006731         -149.924388
 581           290.50             274.20          -149.917710            0.007815         -149.925525
 582           291.00             329.49          -149.917807            0.009391         -149.927198
 583           291.50             360.72          -149.917872            0.010281         -149.928153
 584           292.00             348.70          -149.917872            0.009938         -149.927810
 585           292.50             304.09          -149.917820            0.008667         -149.926487
 586           293.00             254.47          -149.917746            0.007253         -149.924999
 587           293.50             226.98          -149.917683            0.006469         -149.924153
 588           294.00             236.63          -149.917656            0.006744         -149.924400
 589           294.50             281.72          -149.917680            0.008029         -149.925709
 590           295.00             344.39          -149.917756            0.009816         -149.927572
 591           295.50             396.03          -149.917861            0.011287         -149.929148
 592           296.00             408.61          -149.917943            0.011646         -149.929589
 593           296.50             370.95          -149.917949            0.010573         -149.928521
 594           297.00             301.34          -149.917868            0.008589         -149.926457
 595           297.50             241.89          -149.917763            0.006894         -149.924657
 596           298.00             230.24          -149.917723            0.006562         -149.924285
 597           298.50             269.39          -149.917776            0.007678         -149.925454
 598           299.00             325.89          -149.917870            0.009288         -149.927158
 599           299.50             358.89          -149.917933            0.010229         -149.928162
 600           300.00             349.75          -149.917935            0.009968         -149.927903
 601           300.50             308.64          -149.917888            0.008797         -149.926684
 602           301.00             262.02          -149.917820            0.007468         -149.925288
 603           301.50             236.11          -149.917762            0.006729         -149.924491
 604           302.00             245.65          -149.917738            0.007001         -149.924739
 605           302.50             288.96          -149.917766            0.008236         -149.926002
 606           303.00             348.10          -149.917844            0.009921         -149.927766
 607           303.50             394.39          -149.917946            0.011240         -149.929187
 608           304.00             400.64          -149.918020            0.011419         -149.929439
 609           304.50             358.02          -149.918014            0.010204         -149.928218
 610           305.00             287.50          -149.917925            0.008194         -149.926119
 611           305.50             231.79          -149.917820            0.006606         -149.924427
 612           306.00             226.16          -149.917785            0.006446         -149.924231
 613           306.50             270.26          -149.917841            0.007703         -149.925544
 614           307.00             328.94          -149.917935            0.009375         -149.927310
 615           307.50             361.81          -149.917997            0.010312         -149.928309
 616           308.00             351.55          -149.917997            0.010020         -149.928017
 617           308.50             309.78          -149.917948            0.008829         -149.926777
 618           309.00             264.31          -149.917880            0.007533         -149.925413
 619           309.50             241.94          -149.917826            0.006896         -149.924722
 620           310.00             256.39          -149.917814            0.007307         -149.925121
 621           310.50             303.20          -149.917855            0.008642         -149.926496
 622           311.00             361.48          -149.917941            0.010303         -149.928244
 623           311.50             401.96          -149.918041            0.011456         -149.929498
 624           312.00             400.41          -149.918106            0.011412         -149.929518
 625           312.50             352.39          -149.918092            0.010043         -149.928135
 626           313.00             280.94          -149.918003            0.008007         -149.926011
 627           313.50             227.00          -149.917903            0.006470         -149.924372
 628           314.00             222.53          -149.917868            0.006343         -149.924210
 629           314.50             266.13          -149.917919            0.007585         -149.925504
 630           315.00             324.31          -149.918007            0.009243         -149.927250
 631           315.50             358.66          -149.918067            0.010222         -149.928289
 632           316.00             352.15          -149.918071            0.010037         -149.928108
 633           316.50             315.01          -149.918028            0.008978         -149.927006
 634           317.00             272.95          -149.917967            0.007779         -149.925747
 635           317.50             251.04          -149.917920            0.007155         -149.925075
 636           318.00             262.14          -149.917909            0.007471         -149.925380
 637           318.50             302.12          -149.917946            0.008611         -149.926557
 638           319.00             351.87          -149.918022            0.010029         -149.928051
 639           319.50             385.21          -149.918107            0.010979         -149.929087
 640           320.00             381.37          -149.918158            0.010869         -149.929028
 641           320.50             337.65          -149.918140            0.009624         -149.927764
 642           321.00             275.27          -149.918059            0.007846         -149.925905
 643           321.50             230.00          -149.917970            0.006555         -149.924525
 644           322.00             228.84          -149.917940            0.006522         -149.924462
 645           322.50             269.48          -149.917985            0.007681         -149.925665
 646           323.00             322.05          -149.918062            0.009179         -149.927241
 647           323.50             352.83          -149.918115            0.010056         -149.928171
 648           324.00             347.39          -149.918117            0.009901         -149.928019
 649           324.50             315.61          -149.918080            0.008995         -149.927075
 650           325.00             280.81          -149.918029            0.008003         -149.926033
 651           325.50             264.84          -149.917994            0.007548         -149.925542
 652           326.00             277.78          -149.917993            0.007917         -149.925910
 653           326.50             314.47          -149.918034            0.008963         -149.926997
 654           327.00             357.27          -149.918106            0.010183         -149.928289
 655           327.50             383.37          -149.918184            0.010926         -149.929111
 656           328.00             375.13          -149.918229            0.010692         -149.928921
 657           328.50             330.80          -149.918211            0.009428         -149.927639
 658           329.00             269.79          -149.918132            0.007689         -149.925822
 659           329.50             225.24          -149.918043            0.006420         -149.924463
 660           330.00             223.18          -149.918008            0.006361         -149.924369
 661           330.50             262.71          -149.918046            0.007488         -149.925533
 662           331.00             316.00          -149.918119            0.009006         -149.927125
 663           331.50             350.06          -149.918173            0.009977         -149.928150
 664           332.00             349.26          -149.918180            0.009954         -149.928135
 665           332.50             321.10          -149.918150            0.009152         -149.927302
 666           333.00             286.66          -149.918104            0.008170         -149.926274
 667           333.50             266.72          -149.918068            0.007602         -149.925670
 668           334.00             272.10          -149.918060            0.007755         -149.925815
 669           334.50             300.22          -149.918087            0.008557         -149.926643
 670           335.00             337.10          -149.918143            0.009608         -149.927750
 671           335.50             363.15          -149.918208            0.010350         -149.928558
 672           336.00             361.70          -149.918251            0.010309         -149.928560
 673           336.50             328.44          -149.918242            0.009361         -149.927603
 674           337.00             277.34          -149.918178            0.007905         -149.926082
 675           337.50             236.15          -149.918097            0.006731         -149.924828
 676           338.00             229.48          -149.918056            0.006540         -149.924596
 677           338.50             260.40          -149.918080            0.007422         -149.925501
 678           339.00             307.74          -149.918141            0.008771         -149.926912
 679           339.50             342.72          -149.918193            0.009768         -149.927961
 680           340.00             348.91          -149.918210            0.009944         -149.928154
 681           340.50             329.57          -149.918192            0.009393         -149.927586
 682           341.00             301.31          -149.918158            0.008588         -149.926746
 683           341.50             282.64          -149.918130            0.008056         -149.926185
 684           342.00             284.75          -149.918124            0.008116         -149.926239
 685           342.50             307.24          -149.918149            0.008757         -149.926906
 686           343.00             338.47          -149.918203            0.009647         -149.927850
 687           343.50             360.25          -149.918267            0.010268         -149.928535
 688           344.00             356.01          -149.918308            0.010147         -149.928454
 689           344.50             321.00          -149.918295            0.009149         -149.927444
 690           345.00             268.97          -149.918226            0.007666         -149.925893
 691           345.50             227.83          -149.918141            0.006494         -149.924635
 692           346.00             222.36          -149.918098            0.006338         -149.924435
 693           346.50             255.49          -149.918120            0.007282         -149.925402
 694           347.00             305.50          -149.918181            0.008707         -149.926888
 695           347.50             342.78          -149.918235            0.009770         -149.928005
 696           348.00             349.87          -149.918254            0.009972         -149.928226
 697           348.50             329.12          -149.918237            0.009380         -149.927618
 698           349.00             296.88          -149.918199            0.008462         -149.926661
 699           349.50             272.53          -149.918162            0.007767         -149.925929
 700           350.00             269.27          -149.918143            0.007675         -149.925818
 701           350.50             289.19          -149.918157            0.008242         -149.926399
 702           351.00             322.51          -149.918202            0.009192         -149.927394
 703           351.50             351.09          -149.918265            0.010007         -149.928272
 704           352.00             356.25          -149.918313            0.010154         -149.928466
 705           352.50             329.54          -149.918311            0.009392         -149.927703
 706           353.00             281.07          -149.918252            0.008011         -149.926263
 707           353.50             237.26          -149.918168            0.006762         -149.924930
 708           354.00             224.83          -149.918116            0.006408         -149.924524
 709           354.50             251.48          -149.918127            0.007168         -149.925295
 710           355.00             299.95          -149.918185            0.008549         -149.926734
 711           355.50             341.36          -149.918245            0.009729         -149.927974
 712           356.00             355.30          -149.918275            0.010127         -149.928401
 713           356.50             340.32          -149.918267            0.009699         -149.927967
 714           357.00             310.68          -149.918236            0.008855         -149.927091
 715           357.50             285.88          -149.918203            0.008148         -149.926351
 716           358.00             280.19          -149.918188            0.007986         -149.926174
 717           358.50             296.35          -149.918205            0.008446         -149.926652
 718           359.00             324.59          -149.918252            0.009251         -149.927504
 719           359.50             346.88          -149.918311            0.009887         -149.928197
 720           360.00             345.89          -149.918348            0.009858         -149.928206
 721           360.50             315.76          -149.918335            0.009000         -149.927335
 722           361.00             268.64          -149.918270            0.007657         -149.925927
 723           361.50             230.30          -149.918190            0.006564         -149.924754
 724           362.00             224.10          -149.918145            0.006387         -149.924532
 725           362.50             254.00          -149.918160            0.007239         -149.925399
 726           363.00             301.26          -149.918215            0.008586         -149.926802
 727           363.50             338.30          -149.918269            0.009642         -149.927911
 728           364.00             347.09          -149.918291            0.009892         -149.928184
 729           364.50             327.93          -149.918276            0.009346         -149.927623
 730           365.00             295.94          -149.918237            0.008435         -149.926672
 731           365.50             270.91          -149.918197            0.007721         -149.925918
 732           366.00             267.17          -149.918176            0.007615         -149.925791
 733           366.50             287.29          -149.918190            0.008188         -149.926378
 734           367.00             320.81          -149.918237            0.009144         -149.927381
 735           367.50             348.60          -149.918298            0.009935         -149.928234
 736           368.00             352.18          -149.918340            0.010037         -149.928377
 737           368.50             324.88          -149.918332            0.009259         -149.927592
 738           369.00             278.32          -149.918273            0.007932         -149.926206
 739           369.50             237.95          -149.918196            0.006782         -149.924978
 740           370.00             227.61          -149.918149            0.006487         -149.924637
 741           370.50             253.18          -149.918159            0.007216         -149.925375
 742           371.00             298.51          -149.918211            0.008508         -149.926719
 743           371.50             337.29          -149.918267            0.009613         -149.927880
 744           372.00             350.64          -149.918295            0.009994         -149.928289
 745           372.50             336.84          -149.918288            0.009600         -149.927889
 746           373.00             309.01          -149.918259            0.008807         -149.927066
 747           373.50             285.42          -149.918227            0.008135         -149.926362
 748           374.00             279.37          -149.918213            0.007962         -149.926176
 749           374.50             293.04          -149.918228            0.008352         -149.926581
 750           375.00             316.95          -149.918269            0.009033         -149.927302
 751           375.50             334.93          -149.918315            0.009546         -149.927860
 752           376.00             332.90          -149.918339            0.009488         -149.927827
 753           376.50             307.63          -149.918324            0.008768         -149.927092
 754           377.00             270.25          -149.918271            0.007702         -149.925973
 755           377.50             240.84          -149.918209            0.006864         -149.925073
 756           378.00             236.19          -149.918173            0.006732         -149.924905
 757           378.50             258.58          -149.918180            0.007370         -149.925550
 758           379.00             294.31          -149.918218            0.008388         -149.926606
 759           379.50             323.06          -149.918257            0.009208         -149.927464
 760           380.00             330.86          -149.918273            0.009430         -149.927703
 761           380.50             317.42          -149.918260            0.009047         -149.927306
 762           381.00             294.34          -149.918228            0.008389         -149.926617
 763           381.50             277.22          -149.918197            0.007901         -149.926098
 764           382.00             277.01          -149.918184            0.007895         -149.926080
 765           382.50             294.46          -149.918201            0.008392         -149.926593
 766           383.00             319.94          -149.918241            0.009119         -149.927359
 767           383.50             338.35          -149.918285            0.009643         -149.927928
 768           384.00             337.33          -149.918310            0.009614         -149.927924
 769           384.50             314.53          -149.918300            0.008965         -149.927265
 770           385.00             279.68          -149.918259            0.007971         -149.926230
 771           385.50             249.84          -149.918205            0.007121         -149.925326
 772           386.00             240.33          -149.918167            0.006850         -149.925017
 773           386.50             255.99          -149.918163            0.007296         -149.925459
 774           387.00             288.01          -149.918192            0.008209         -149.926401
 775           387.50             319.08          -149.918232            0.009094         -149.927326
 776           388.00             334.00          -149.918258            0.009520         -149.927777
 777           388.50             328.42          -149.918258            0.009360         -149.927618
 778           389.00             309.78          -149.918238            0.008829         -149.927067
 779           389.50             291.33          -149.918213            0.008303         -149.926517
 780           390.00             283.93          -149.918201            0.008092         -149.926294
 781           390.50             290.38          -149.918209            0.008276         -149.926485
 782           391.00             304.79          -149.918232            0.008687         -149.926919
 783           391.50             316.70          -149.918259            0.009026         -149.927285
 784           392.00             317.32          -149.918273            0.009044         -149.927317
 785           392.50             304.30          -149.918267            0.008673         -149.926940
 786           393.00             282.44          -149.918242            0.008050         -149.926292
 787           393.50             261.04          -149.918205            0.007440         -149.925645
 788           394.00             249.84          -149.918169            0.007121         -149.925290
 789           394.50             254.65          -149.918150            0.007258         -149.925408
 790           395.00             273.46          -149.918157            0.007794         -149.925951
 791           395.50             296.38          -149.918179            0.008447         -149.926627
 792           396.00             311.57          -149.918198            0.008880         -149.927078
 793           396.50             313.06          -149.918198            0.008923         -149.927121
 794           397.00             304.00          -149.918184            0.008664         -149.926848
 795           397.50             293.46          -149.918165            0.008364         -149.926529
 796           398.00             289.86          -149.918156            0.008261         -149.926417
 797           398.50             296.00          -149.918163            0.008436         -149.926599
 798           399.00             308.12          -149.918182            0.008782         -149.926964
 799           399.50             318.80          -149.918206            0.009086         -149.927292
 800           400.00             321.17          -149.918224            0.009154         -149.927378
 801           400.50             311.72          -149.918230            0.008884         -149.927114
 802           401.00             291.51          -149.918216            0.008308         -149.926525
 803           401.50             266.93          -149.918180            0.007608         -149.925788
 804           402.00             249.09          -149.918135            0.007099         -149.925234
 805           402.50             248.71          -149.918105            0.007088         -149.925193
 806           403.00             267.92          -149.918109            0.007636         -149.925745
 807           403.50             296.80          -149.918140            0.008459         -149.926599
 808           404.00             319.67          -149.918171            0.009111         -149.927282
 809           404.50             325.95          -149.918183            0.009290         -149.927473
 810           405.00             316.14          -149.918173            0.009010         -149.927184
 811           405.50             299.38          -149.918153            0.008533         -149.926686
 812           406.00             286.33          -149.918136            0.008161         -149.926297
 813           406.50             283.13          -149.918130            0.008070         -149.926199
 814           407.00             289.54          -149.918135            0.008252         -149.926387
 815           407.50             300.71          -149.918148            0.008571         -149.926719
 816           408.00             310.01          -149.918166            0.008836         -149.927002
 817           408.50             310.97          -149.918181            0.008863         -149.927044
 818           409.00             299.29          -149.918181            0.008530         -149.926711
 819           409.50             276.33          -149.918153            0.007876         -149.926028
 820           410.00             251.78          -149.918101            0.007176         -149.925277
 821           410.50             239.93          -149.918054            0.006838         -149.924892
 822           411.00             249.41          -149.918039            0.007108         -149.925147
 823           411.50             275.58          -149.918057            0.007854         -149.925911
 824           412.00             303.70          -149.918087            0.008656         -149.926742
 825           412.50             319.87          -149.918105            0.009117         -149.927222
 826           413.00             319.66          -149.918105            0.009111         -149.927215
 827           413.50             308.43          -149.918091            0.008791         -149.926882
 828           414.00             295.85          -149.918076            0.008432         -149.926508
 829           414.50             289.82          -149.918067            0.008260         -149.926327
 830           415.00             293.19          -149.918070            0.008356         -149.926426
 831           415.50             303.34          -149.918085            0.008646         -149.926731
 832           416.00             313.45          -149.918110            0.008934         -149.927043
 833           416.50             314.93          -149.918131            0.008976         -149.927107
 834           417.00             301.89          -149.918131            0.008604         -149.926735
 835           417.50             276.49          -149.918099            0.007880         -149.925979
 836           418.00             250.59          -149.918044            0.007142         -149.925186
 837           418.50             239.76          -149.917999            0.006834         -149.924832
 838           419.00             252.17          -149.917988            0.007187         -149.925175
 839           419.50             281.59          -149.918012            0.008026         -149.926038
 840           420.00             311.52          -149.918048            0.008879         -149.926927
 841           420.50             326.91          -149.918070            0.009317         -149.927387
 842           421.00             323.14          -149.918069            0.009210         -149.927279
 843           421.50             306.54          -149.918051            0.008737         -149.926788
 844           422.00             288.52          -149.918028            0.008223         -149.926251
 845           422.50             278.75          -149.918011            0.007945         -149.925956
 846           423.00             281.33          -149.918007            0.008018         -149.926025
 847           423.50             293.89          -149.918019            0.008376         -149.926395
 848           424.00             308.77          -149.918044            0.008800         -149.926844
 849           424.50             315.58          -149.918069            0.008994         -149.927064
 850           425.00             306.07          -149.918076            0.008723         -149.926799
 851           425.50             280.17          -149.918047            0.007985         -149.926032
 852           426.00             248.97          -149.917988            0.007096         -149.925084
 853           426.50             230.26          -149.917928            0.006563         -149.924491
 854           427.00             236.94          -149.917901            0.006753         -149.924654
 855           427.50             266.99          -149.917917            0.007610         -149.925527
 856           428.00             304.17          -149.917957            0.008669         -149.926626
 857           428.50             329.55          -149.917991            0.009393         -149.927383
 858           429.00             333.57          -149.918000            0.009507         -149.927508
 859           429.50             319.82          -149.917988            0.009115         -149.927103
 860           430.00             300.01          -149.917966            0.008551         -149.926517
 861           430.50             286.05          -149.917949            0.008153         -149.926102
 862           431.00             284.17          -149.917945            0.008099         -149.926045
 863           431.50             293.00          -149.917957            0.008351         -149.926308
 864           432.00             305.33          -149.917979            0.008702         -149.926681
 865           432.50             311.71          -149.918001            0.008884         -149.926885
 866           433.00             304.84          -149.918008            0.008688         -149.926697
 867           433.50             283.71          -149.917988            0.008086         -149.926074
 868           434.00             256.38          -149.917939            0.007307         -149.925246
 869           434.50             238.09          -149.917882            0.006786         -149.924668
 870           435.00             242.23          -149.917852            0.006904         -149.924756
 871           435.50             269.36          -149.917866            0.007677         -149.925543
 872           436.00             305.08          -149.917907            0.008695         -149.926602
 873           436.50             330.17          -149.917943            0.009410         -149.927353
 874           437.00             333.89          -149.917953            0.009516         -149.927469
 875           437.50             319.12          -149.917939            0.009095         -149.927035
 876           438.00             297.66          -149.917915            0.008484         -149.926399
 877           438.50             281.77          -149.917895            0.008031         -149.925926
 878           439.00             278.16          -149.917886            0.007928         -149.925814
 879           439.50             286.22          -149.917892            0.008158         -149.926050
 880           440.00             299.65          -149.917910            0.008540         -149.926450
 881           440.50             309.23          -149.917933            0.008813         -149.926746
 882           441.00             306.00          -149.917947            0.008721         -149.926669
 883           441.50             285.83          -149.917933            0.008146         -149.926079
 884           442.00             254.91          -149.917879            0.007265         -149.925144
 885           442.50             230.67          -149.917807            0.006574         -149.924381
 886           443.00             231.79          -149.917764            0.006606         -149.924370
 887           443.50             262.55          -149.917777            0.007483         -149.925260
 888           444.00             307.09          -149.917830            0.008752         -149.926582
 889           444.50             341.16          -149.917879            0.009723         -149.927603
 890           445.00             349.72          -149.917900            0.009967         -149.927867
 891           445.50             334.34          -149.917892            0.009529         -149.927421
 892           446.00             307.89          -149.917869            0.008775         -149.926645
 893           446.50             284.63          -149.917847            0.008112         -149.925959
 894           447.00             273.47          -149.917832            0.007794         -149.925626
 895           447.50             276.54          -149.917828            0.007882         -149.925710
 896           448.00             290.33          -149.917839            0.008275         -149.926114
 897           448.50             306.35          -149.917868            0.008731         -149.926599
 898           449.00             312.30          -149.917898            0.008901         -149.926799
 899           449.50             298.05          -149.917898            0.008495         -149.926393
 900           450.00             265.97          -149.917846            0.007581         -149.925426
 901           450.50             235.23          -149.917765            0.006704         -149.924469
 902           451.00             230.07          -149.917713            0.006557         -149.924270
 903           451.50             259.03          -149.917725            0.007383         -149.925108
 904           452.00             306.15          -149.917783            0.008726         -149.926509
 905           452.50             344.07          -149.917839            0.009806         -149.927645
 906           453.00             354.85          -149.917863            0.010114         -149.927977
 907           453.50             338.91          -149.917856            0.009659         -149.927515
 908           454.00             309.39          -149.917832            0.008818         -149.926650
 909           454.50             281.65          -149.917804            0.008027         -149.925832
 910           455.00             266.41          -149.917781            0.007593         -149.925374
 911           455.50             267.92          -149.917769            0.007636         -149.925405
 912           456.00             283.87          -149.917779            0.008091         -149.925870
 913           456.50             304.59          -149.917813            0.008681         -149.926495
 914           457.00             314.30          -149.917851            0.008958         -149.926809
 915           457.50             299.73          -149.917851            0.008543         -149.926394
 916           458.00             263.75          -149.917789            0.007517         -149.925306
 917           458.50             229.95          -149.917696            0.006554         -149.924250
 918           459.00             226.95          -149.917642            0.006468         -149.924111
 919           459.50             263.29          -149.917666            0.007504         -149.925170
 920           460.00             318.69          -149.917740            0.009083         -149.926823
 921           460.50             361.23          -149.917808            0.010296         -149.928103
 922           461.00             371.01          -149.917839            0.010574         -149.928413
 923           461.50             348.99          -149.917833            0.009947         -149.927780
 924           462.00             310.38          -149.917804            0.008846         -149.926651
 925           462.50             273.71          -149.917766            0.007801         -149.925567
 926           463.00             253.58          -149.917731            0.007227         -149.924958
 927           463.50             257.24          -149.917715            0.007332         -149.925046
 928           464.00             281.92          -149.917734            0.008035         -149.925768
 929           464.50             312.89          -149.917786            0.008918         -149.926704
 930           465.00             327.69          -149.917837            0.009340         -149.927177
 931           465.50             309.98          -149.917836            0.008835         -149.926671
 932           466.00             265.79          -149.917762            0.007575         -149.925337
 933           466.50             225.35          -149.917658            0.006423         -149.924080
 934           467.00             221.89          -149.917603            0.006324         -149.923927
 935           467.50             263.28          -149.917636            0.007504         -149.925139
 936           468.00             324.84          -149.917719            0.009258         -149.926977
 937           468.50             370.60          -149.917793            0.010563         -149.928355
 938           469.00             379.32          -149.917825            0.010811         -149.928636
 939           469.50             352.88          -149.917817            0.010058         -149.927875
 940           470.00             308.47          -149.917783            0.008792         -149.926575
 941           470.50             266.91          -149.917737            0.007607         -149.925344
 942           471.00             244.82          -149.917695            0.006978         -149.924673
 943           471.50             250.22          -149.917677            0.007132         -149.924809
 944           472.00             278.93          -149.917700            0.007950         -149.925650
 945           472.50             313.24          -149.917758            0.008928         -149.926685
 946           473.00             328.39          -149.917808            0.009360         -149.927168
 947           473.50             308.85          -149.917799            0.008803         -149.926602
 948           474.00             264.21          -149.917717            0.007530         -149.925247
 949           474.50             227.65          -149.917616            0.006488         -149.924104
 950           475.00             231.44          -149.917575            0.006596         -149.924171
 951           475.50             279.15          -149.917623            0.007956         -149.925579
 952           476.00             342.34          -149.917717            0.009757         -149.927474
 953           476.50             384.24          -149.917795            0.010951         -149.928747
 954           477.00             385.04          -149.917827            0.010974         -149.928801
 955           477.50             349.26          -149.917811            0.009954         -149.927766
 956           478.00             297.47          -149.917766            0.008478         -149.926244
 957           478.50             253.92          -149.917710            0.007237         -149.924947
 958           479.00             236.81          -149.917668            0.006749         -149.924417
 959           479.50             251.92          -149.917663            0.007180         -149.924843
 960           480.00             289.36          -149.917703            0.008247         -149.925950
 961           480.50             325.78          -149.917769            0.009285         -149.927054
 962           481.00             335.37          -149.917814            0.009559         -149.927373
 963           481.50             307.19          -149.917791            0.008755         -149.926546
 964           482.00             257.49          -149.917699            0.007339         -149.925037
 965           482.50             223.02          -149.917599            0.006356         -149.923955
 966           483.00             234.02          -149.917570            0.006670         -149.924240
 967           483.50             288.67          -149.917631            0.008228         -149.925858
 968           484.00             354.22          -149.917730            0.010096         -149.927826
 969           484.50             393.25          -149.917808            0.011208         -149.929016
 970           485.00             388.12          -149.917835            0.011062         -149.928897
 971           485.50             346.16          -149.917814            0.009866         -149.927680
 972           486.00             290.22          -149.917761            0.008272         -149.926033
 973           486.50             245.68          -149.917701            0.007002         -149.924704
 974           487.00             230.42          -149.917659            0.006567         -149.924227
 975           487.50             248.49          -149.917657            0.007082         -149.924739
 976           488.00             287.76          -149.917698            0.008202         -149.925899
 977           488.50             324.07          -149.917759            0.009236         -149.926996
 978           489.00             333.37          -149.917796            0.009501         -149.927298
 979           489.50             307.84          -149.917770            0.008774         -149.926544
 980           490.00             264.95          -149.917687            0.007551         -149.925239
 981           490.50             238.48          -149.917607            0.006797         -149.924404
 982           491.00             253.46          -149.917594            0.007224         -149.924818
 983           491.50             305.14          -149.917660            0.008697         -149.926357
 984           492.00             362.27          -149.917757            0.010325         -149.928082
 985           492.50             391.21          -149.917827            0.011150         -149.928978
 986           493.00             377.92          -149.917845            0.010771         -149.928616
 987           493.50             332.42          -149.917815            0.009474         -149.927289
 988           494.00             278.95          -149.917758            0.007950         -149.925709
 989           494.50             242.09          -149.917704            0.006900         -149.924603
 990           495.00             236.19          -149.917675            0.006732         -149.924406
 991           495.50             260.24          -149.917685            0.007417         -149.925102
 992           496.00             298.63          -149.917731            0.008511         -149.926242
 993           496.50             328.02          -149.917785            0.009349         -149.927134
 994           497.00             329.37          -149.917808            0.009388         -149.927196
